7-14 21:53:15,166 : __main__ : ERROR : 127.0.0.1 : T0392511G - Patient T0392511G failed to log in: Incorrect password
2021-08-15 22:30:08,888 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:30:56,276 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-15 22:31:05,270 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-15 22:31:06,361 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-15 22:31:09,168 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-15 22:31:11,549 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-15 22:41:06,324 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:41:35,182 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-15 22:41:36,076 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-15 22:41:37,382 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-15 22:41:43,798 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-15 22:41:49,171 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has went over the rate limit allowed: Error 429
2021-08-15 22:41:55,601 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has went over the rate limit allowed: Error 429
2021-08-15 22:42:00,034 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has went over the rate limit allowed: Error 429
2021-08-15 22:47:45,317 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:52:34,611 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:59:46,320 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:59:47,786 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 23:00:02,623 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-15 23:00:23,274 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-15 23:00:40,999 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 23:00:42,118 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 23:00:59,039 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the update appointment functionality without logging in
2021-08-15 23:04:26,498 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the update appointment functionality without logging in
2021-08-15 23:04:57,459 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 23:05:10,272 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-15 23:05:17,234 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-15 23:05:40,534 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-15 23:07:42,432 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-15 23:07:45,302 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-15 23:07:48,317 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-15 23:07:49,997 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-15 23:07:55,935 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the dashboard functionality without logging in
2021-08-15 23:08:02,139 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the dashboard functionality without logging in
2021-08-15 23:09:31,488 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 23:09:33,492 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-15 23:10:41,808 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Shopping Cart functionality without logging in
2021-08-15 23:10:47,875 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the add doctor appointment functionality without logging in
2021-08-15 23:10:52,153 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the add doctor appointment functionality without logging in
2021-08-15 23:11:40,466 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the add doctor appointment functionality without logging in
2021-08-15 23:12:13,933 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the add doctor appointment functionality without logging in
2021-08-15 23:12:45,480 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-15 23:15:09,561 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 10:08:08,671 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 10:09:17,011 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the update questions functionality without logging in
2021-08-16 10:09:23,557 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-16 10:09:40,008 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-16 10:09:43,116 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 10:09:57,247 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has used the -admin delete- admin functionality to delete account T0320487H 
2021-08-16 10:09:58,414 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 10:10:21,723 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the dashboard functionality without logging in
2021-08-16 10:10:29,300 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Shopping Cart functionality without logging in
2021-08-16 10:11:12,310 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has went over the rate limit allowed: Error 429
2021-08-16 10:11:31,691 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 10:27:37,316 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Purchase Item functionality without logging in
2021-08-16 10:29:37,033 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the dashboard functionality without logging in
2021-08-16 10:30:46,357 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Create Item functionality without logging in
2021-08-16 10:49:22,564 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered: T1234987A )
2021-08-16 10:49:37,591 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-16 10:49:47,562 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 10:53:13,117 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has went over the rate limit allowed: Error 429
2021-08-16 10:59:02,256 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 14:24:20,914 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 14:24:52,822 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:28:37,597 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:37:01,567 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:38:52,145 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:42:11,923 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:42:12,899 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:42:47,682 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-16 18:42:58,367 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the create faq functionality without logging in
2021-08-16 18:43:38,214 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:47:17,156 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 18:48:55,877 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 18:49:42,697 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Create Item functionality without logging in
2021-08-16 18:49:43,209 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Create Item functionality without logging in
2021-08-16 18:49:48,331 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 18:49:50,805 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-16 18:53:34,047 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-16 18:53:34,786 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 18:54:07,222 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 18:57:04,180 : Forms    : INFO     : 180.129.85.0    : T0320487H - New account (Username: T0320487H, Role: Patient) has been registered
2021-08-16 19:00:18,209 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 19:01:36,805 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 19:01:46,269 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 19:02:47,752 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 19:04:07,158 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 19:05:15,639 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 19:09:11,926 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 19:11:25,301 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 19:12:28,483 : Forms    : INFO     : 180.129.85.0    : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-16 19:12:29,088 : Forms    : WARNING  : 180.129.85.0    : T1234987A - Admin T1234987A has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-16 20:47:38,160 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 20:49:10,252 : Forms    : ERROR    : 180.129.85.0    : T9876543A - User with IP address 180.129.85.0 failed to login into the account with username T9876543A: Incorrect Password
2021-08-16 20:50:08,172 : Forms    : ERROR    : 180.129.85.0    : T1111111F - User with IP address 180.129.85.0 failed to login into non-existing account with username T1111111F: Incorrect NRIC
2021-08-16 20:54:51,417 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 20:56:41,506 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:00:21,409 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:00:22,522 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:00:23,565 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:15:36,402 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:15:49,428 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:16:49,292 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:17:00,209 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:17:53,071 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:17:54,055 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:17:55,069 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:18:24,699 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:18:40,498 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:18:47,691 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:18:51,167 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:19:03,560 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:19:06,161 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:19:09,329 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:02,186 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the update questions functionality without logging in
2021-08-16 21:20:06,952 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:20,036 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:26,869 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:33,085 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:35,179 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:41,035 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:47,277 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:55,674 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:20:58,164 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:21:14,545 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:24:06,233 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use the Appointment Summary functionality without logging in
2021-08-16 21:24:47,673 : Forms    : ERROR    : 180.129.85.0    : T1234567A - Patient T1234567A attempted to access the -all users- admin functionality update page
2021-08-16 21:27:26,146 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:27:33,056 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:28:02,817 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:29:16,290 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:29:33,579 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:29:35,390 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:30:00,372 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-16 21:30:16,036 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-16 21:30:37,122 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:31:24,343 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:32:01,410 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:37:10,288 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:44:51,483 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:44:55,044 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:45:38,744 : Forms    : ERROR    : 180.129.85.0    : T1234987A - User with IP address 180.129.85.0 failed to login into the account with username T1234987A: Incorrect Password
2021-08-16 21:45:48,897 : Forms    : ERROR    : 180.129.85.0    : T1234987A - User with IP address 180.129.85.0 failed to login into the account with username T1234987A: Incorrect Password
2021-08-16 21:46:03,649 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:46:32,948 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:47:54,817 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:48:01,790 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:51:57,200 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 21:52:26,065 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:53:13,298 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:55:37,391 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 21:56:36,763 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234567A)
2021-08-16 21:56:46,390 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234567A)
2021-08-16 21:59:34,851 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T5739128U)
2021-08-16 22:01:19,603 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-16 22:01:31,113 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234987A)
2021-08-16 22:02:23,614 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 22:02:38,328 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 22:05:30,273 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T1234987A)
2021-08-16 22:07:49,321 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T1234987A)
2021-08-16 22:08:13,459 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T1234987A)
2021-08-16 22:09:30,943 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 22:09:35,313 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T1234987A)
2021-08-16 22:13:55,357 : Forms    : ERROR    : 180.129.85.0    : T1234987A - User with IP address 180.129.85.0 failed to login into the account with username T1234987A: Incorrect Password
2021-08-16 22:15:06,948 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 22:15:45,402 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 tried to use Special Requirement Functionality: (Only authorized for account T1234987A)
2021-08-16 23:32:37,140 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 23:34:51,498 : Forms    : ERROR    : 180.129.85.0    : T1111111F - User with IP address 180.129.85.0 failed to login into non-existing account with username T1111111F: Incorrect NRIC
2021-08-16 23:35:15,014 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234567A)
2021-08-16 23:35:26,380 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 used invalid input in the Login Form: (Input Entered:  T1234567A)
2021-08-16 23:35:49,749 : Forms    : ERROR    : 180.129.85.0    : T1234567A - User with IP address 180.129.85.0 failed to login into the account with username T1234567A: Incorrect Password
2021-08-16 23:36:30,654 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-16 23:36:34,271 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
